양파,은평구,대림시장,2630,시장
양파,은평구,대조시장,2769,시장
양파,은평구,이마트 은평점,3068,마트
양파,종로구,광장시장,3607,시장
양파,종로구,통인시장,3693,시장
양파,중구,남대문시장,2847,시장
양파,중랑구,동원시장,2670,시장
양파,중랑구,우림시장,2614,시장
양파,중랑구,이마트 상봉점,2942,마트
양파,중랑구,홈플러스 면목점,2918,마트
오이,강남구,도곡시장,775,시장
오이,강남구,이마트,813,마트
오이,강남구,청담삼익시장,900,시장
오이,강동구,둔촌역전통시장,688,시장
오이,강동구,암사종합시장,696,시장
오이,강동구,이마트,799,마트
오이,강동구,홈플러스,874,마트
오이,강북구,수유재래시장,678,시장
오이,강북구,숭인시장,652,시장
오이,강북구,하나로클럽 미아점,899,마트
오이,강서구,송화시장,690,시장
오이,강서구,이마트,815,마트
오이,강서구,홈플러스,872,마트
오이,강서구,화곡본동시장,606,시장
오이,관악구,관악신사시장(신림4동),642,시장
오이,관악구,세이브마트,996,마트
오이,관악구,신원시장(신림1동),598,시장
오이,관악구,원당종합시장,692,시장
오이,광진구,노룬산골목시장,560,시장
오이,광진구,롯데마트 강변점,871,마트
오이,광진구,이마트 자양점,889,마트
오이,광진구,자양골목시장,688,시장
오이,구로구,고척근린시장,576,시장
오이,구로구,남구로시장,504,시장
오이,구로구,이마트,811,마트
오이,금천구,남문시장,646,시장
오이,금천구,현대시장,677,시장
오이,금천구,홈플러스_독산,943,마트
오이,금천구,홈플러스_시흥,947,마트
오이,노원구,공릉도깨비시장,701,시장
오이,노원구,상계중앙시장,690,시장
오이,노원구,홈플러스 중계점,927,마트
오이,도봉구,방학동 도깨비시장,481,시장
오이,도봉구,신창시장,506,시장
오이,도봉구,이마트 창동점,796,마트
오이,도봉구,홈플러스 방학점,918,마트
오이,동대문구,경동시장,555,시장
오이,동대문구,청량리종합시장,562,시장
오이,동대문구,홈플러스 동대문점 ,854,마트
오이,동작구,남성시장,652,시장
오이,마포구,마포농산물시장,572,시장
오이,마포구,망원시장,518,시장
오이,마포구,홈플러스,887,마트
오이,서대문구,롯데슈퍼,752,마트
오이,서대문구,영천시장,631,시장
오이,서대문구,인왕시장,548,시장
오이,서초구,방림시장,679,시장
오이,서초구,하나로클럽,730,마트
오이,성동구,금남시장,583,시장
오이,성동구,뚝도시장,598,시장
오이,성동구,이마트_성수,787,마트
오이,성동구,이마트_왕십리,788,마트
오이,성북구,돈암제일시장,588,시장
오이,성북구,이마트 미아점,777,마트
오이,성북구,장위골목시장,628,시장
오이,송파구,마천중앙시장,615,시장
오이,송파구,홈플러스,937,마트
오이,양천구,목3동시장,498,시장
오이,양천구,이마트,836,마트
오이,양천구,홈플러스,776,마트
오이,영등포구,대림중앙시장,569,시장
오이,영등포구,영등포전통시장,635,시장
오이,영등포구,이마트,801,마트
오이,영등포구,홈플러스,912,마트
오이,용산구,농협하나로마트,860,마트
오이,용산구,용문시장,725,시장
오이,용산구,이마트,788,마트
오이,용산구,후암시장,575,시장
오이,은평구,대림시장,620,시장
오이,은평구,대조시장,640,시장
오이,은평구,이마트 은평점,817,마트
오이,종로구,광장시장,574,시장
오이,종로구,통인시장,535,시장
오이,중구,남대문시장,766,시장
오이,중랑구,동원시장,715,시장
오이,중랑구,우림시장,706,시장
오이,중랑구,이마트 상봉점,791,마트
오이,중랑구,홈플러스 면목점,793,마트
